docid	DW
msmarco_passage_21_587033852	52
msmarco_passage_23_510673145	58
msmarco_passage_23_510838668	58
msmarco_passage_23_515201555	58
msmarco_passage_23_628428800	45
msmarco_passage_27_175493242	39
msmarco_passage_27_744293554	48
msmarco_passage_28_394169534	50
msmarco_passage_29_842534903	51
msmarco_passage_30_353363712	55
msmarco_passage_31_238348376	51
msmarco_passage_31_361105041	56
msmarco_passage_31_361105484	73
msmarco_passage_31_361106106	47
msmarco_passage_31_361109498	53
msmarco_passage_31_370523930	64
msmarco_passage_31_504711427	56
msmarco_passage_31_724365226	52
msmarco_passage_32_292124248	43
msmarco_passage_33_18456648	41
msmarco_passage_35_116636561	74
msmarco_passage_35_127456209	41
msmarco_passage_35_40230892	61
msmarco_passage_35_42542562	54
msmarco_passage_35_436447972	55
msmarco_passage_35_46611918	40
msmarco_passage_35_49606166	61
msmarco_passage_35_49609785	47
msmarco_passage_35_49610644	49
msmarco_passage_35_49638863	51
msmarco_passage_35_500695800	42
msmarco_passage_35_517988840	72
msmarco_passage_35_542191825	33
msmarco_passage_35_62881020	40
msmarco_passage_37_492269266	46
msmarco_passage_37_731484563	44
msmarco_passage_39_262410772	51
msmarco_passage_39_262411733	48
msmarco_passage_39_790693947	59
msmarco_passage_40_114093622	52
msmarco_passage_40_275669003	544
msmarco_passage_40_275699482	544
msmarco_passage_40_275734151	544
msmarco_passage_40_275767987	544
msmarco_passage_40_275801363	544
msmarco_passage_40_275837054	544
msmarco_passage_40_275871747	544
msmarco_passage_40_275906348	544
msmarco_passage_40_275941780	544
msmarco_passage_43_722422800	52
msmarco_passage_43_776332526	51
msmarco_passage_44_1719128	46
msmarco_passage_45_719414851	65
msmarco_passage_45_769518558	42
msmarco_passage_45_769639297	55
msmarco_passage_45_769672771	56
msmarco_passage_45_769673260	52
msmarco_passage_45_769674644	43
msmarco_passage_46_213512437	56
msmarco_passage_46_723430869	50
msmarco_passage_47_686153054	53
msmarco_passage_47_687840144	42
msmarco_passage_50_246400195	2529
msmarco_passage_50_246415895	2526
msmarco_passage_50_513593346	2003
msmarco_passage_50_513655712	1994
msmarco_passage_50_514479043	1632
msmarco_passage_50_515179389	1692
msmarco_passage_50_517288499	2032
msmarco_passage_50_517974467	1992
msmarco_passage_50_517992425	2019
msmarco_passage_50_518009408	2011
msmarco_passage_51_140684700	55
msmarco_passage_51_228580232	82
msmarco_passage_51_228988628	45
msmarco_passage_51_479115014	63
msmarco_passage_51_479175237	44
msmarco_passage_51_479182799	89
msmarco_passage_52_273494327	1888
msmarco_passage_52_273510793	1888
msmarco_passage_52_273527251	1888
msmarco_passage_52_273544784	1888
msmarco_passage_52_300434685	46
msmarco_passage_52_361585848	28
msmarco_passage_52_397408950	45
msmarco_passage_52_397413915	53
msmarco_passage_52_397435863	52
msmarco_passage_53_102320911	78
msmarco_passage_54_175440138	52
msmarco_passage_54_855137738	56
msmarco_passage_55_641251543	246
msmarco_passage_55_643685357	52
msmarco_passage_55_656116480	59
msmarco_passage_55_656850934	45
msmarco_passage_56_130078831	46
msmarco_passage_56_145868599	50
msmarco_passage_56_156000240	41
msmarco_passage_56_284194425	65
msmarco_passage_56_293686523	90
msmarco_passage_56_432851721	50
msmarco_passage_56_510692175	47
msmarco_passage_57_538376387	71
msmarco_passage_58_252900646	64
msmarco_passage_58_252902598	60
msmarco_passage_58_252913492	56
msmarco_passage_58_660005561	47
msmarco_passage_59_775069069	63
msmarco_passage_60_775168162	41
msmarco_passage_60_775170631	48
msmarco_passage_61_197992971	48
msmarco_passage_62_519211453	44
msmarco_passage_62_579652730	44
msmarco_passage_62_831668044	53
msmarco_passage_62_840248838	46
msmarco_passage_64_35462468	66
msmarco_passage_64_35464305	44
msmarco_passage_64_35464723	35
msmarco_passage_64_35465379	41
msmarco_passage_64_35486478	49
msmarco_passage_64_580833080	50
msmarco_passage_64_581194975	50
msmarco_passage_64_582751788	50
msmarco_passage_64_582853497	50
msmarco_passage_64_582908514	50
msmarco_passage_64_584536127	50
msmarco_passage_64_609233737	49
msmarco_passage_64_639414733	59
msmarco_passage_64_647692968	59
msmarco_passage_64_700415294	39
msmarco_passage_64_700416633	66
msmarco_passage_64_700417131	53
msmarco_passage_64_700418935	83
msmarco_passage_64_700419487	81
msmarco_passage_64_700421913	70
msmarco_passage_64_700423242	62
msmarco_passage_64_700425766	39
msmarco_passage_64_700426640	61
msmarco_passage_64_700427123	53
msmarco_passage_64_700428876	115
msmarco_passage_64_700429663	83
msmarco_passage_64_700431685	70
msmarco_passage_64_700433015	62
msmarco_passage_64_706916087	36
msmarco_passage_64_728863008	98
msmarco_passage_64_737484314	85
msmarco_passage_64_737486866	95
msmarco_passage_64_737488406	84
msmarco_passage_64_777613658	58
msmarco_passage_64_806388959	45
msmarco_passage_64_806389382	70
msmarco_passage_64_806389933	74
msmarco_passage_64_830102740	51
msmarco_passage_64_838961298	45
msmarco_passage_64_862458911	51
msmarco_passage_65_159527606	54
msmarco_passage_65_159693201	55
msmarco_passage_66_249498113	49
msmarco_passage_66_249510434	49
msmarco_passage_66_775056980	45
msmarco_passage_66_775709812	50
msmarco_passage_68_134917063	57
msmarco_passage_68_158467349	57
msmarco_passage_68_394694459	45
msmarco_passage_68_400683868	50
msmarco_passage_68_579010158	38
msmarco_passage_69_137226762	48
msmarco_passage_00_274402165	73
msmarco_passage_01_251205530	48
msmarco_passage_01_663815678	58
msmarco_passage_02_246116013	68
msmarco_passage_02_318134915	57
msmarco_passage_02_318135362	56
msmarco_passage_02_318140484	42
msmarco_passage_02_777311306	48
msmarco_passage_02_827312175	93
msmarco_passage_03_237706797	51
msmarco_passage_03_521743300	49
msmarco_passage_04_845843706	2953
msmarco_passage_05_752816314	43
msmarco_passage_05_752817209	42
msmarco_passage_05_752817618	54
msmarco_passage_06_691163454	55
msmarco_passage_06_692184537	40
msmarco_passage_06_78997708	42
msmarco_passage_07_426624925	79
msmarco_passage_07_520667538	66
msmarco_passage_07_729019420	3593
msmarco_passage_10_754124197	52
msmarco_passage_10_842930826	33
msmarco_passage_10_847152431	53
msmarco_passage_11_158146583	60
msmarco_passage_12_694808568	46
msmarco_passage_13_165757681	47
msmarco_passage_13_428808288	56
msmarco_passage_13_604485970	53
msmarco_passage_13_865678522	69
msmarco_passage_14_192239712	37
msmarco_passage_14_312939040	55
msmarco_passage_14_396337334	48
msmarco_passage_14_396352471	26
msmarco_passage_14_715675523	55
msmarco_passage_14_715675978	93
msmarco_passage_14_715676582	71
msmarco_passage_14_715677093	80
msmarco_passage_14_715690628	49
msmarco_passage_14_715776997	55
msmarco_passage_14_715785604	63
msmarco_passage_15_484951241	42
msmarco_passage_15_484951629	43
msmarco_passage_15_543545059	45
msmarco_passage_15_543546763	49
msmarco_passage_15_543559128	52
msmarco_passage_15_543686899	59
msmarco_passage_15_645741117	45
msmarco_passage_15_653299905	55
msmarco_passage_15_803699908	56
msmarco_passage_15_832877567	54
msmarco_passage_16_291754896	60
msmarco_passage_16_420669928	55
msmarco_passage_16_426139582	44
msmarco_passage_16_428925459	42
msmarco_passage_16_428927640	47
msmarco_passage_16_428928941	49
msmarco_passage_16_429251864	39
msmarco_passage_16_429786323	67
msmarco_passage_17_197229450	51
msmarco_passage_22_259117681	42
msmarco_passage_22_279709803	51
msmarco_passage_22_287830249	38
msmarco_passage_22_287882828	40
msmarco_passage_22_287892323	40
msmarco_passage_22_287905397	41
msmarco_passage_23_620814432	65
msmarco_passage_23_753110360	45
msmarco_passage_23_790811144	56
msmarco_passage_23_805817035	95
msmarco_passage_23_8891652	84
msmarco_passage_24_317882329	46
msmarco_passage_24_358254609	56
msmarco_passage_24_4722940	517
msmarco_passage_24_639863789	62
msmarco_passage_24_642109162	70
msmarco_passage_24_645302411	62
msmarco_passage_24_645302925	50
msmarco_passage_24_645305595	44
msmarco_passage_24_645307313	59
msmarco_passage_24_645307804	51
msmarco_passage_24_645308224	46
msmarco_passage_24_787464544	52
msmarco_passage_25_369094108	53
msmarco_passage_25_548424997	53
msmarco_passage_25_548426847	53
msmarco_passage_25_548427290	52
msmarco_passage_25_548427729	53
msmarco_passage_25_548428179	54
msmarco_passage_25_548429556	54
msmarco_passage_25_548430497	53
msmarco_passage_25_548431836	56
msmarco_passage_26_168887357	69
msmarco_passage_26_242328524	51
msmarco_passage_26_698031159	54
msmarco_passage_26_781439375	56
msmarco_passage_27_207280641	45
msmarco_passage_27_207283430	40
msmarco_passage_27_46696839	57
msmarco_passage_27_778216888	60
msmarco_passage_28_124957974	43
msmarco_passage_28_130788726	73
msmarco_passage_28_134761506	47
msmarco_passage_28_454737982	74
msmarco_passage_28_95523501	57
msmarco_passage_28_95523948	56
msmarco_passage_28_95529070	42
msmarco_passage_29_154945701	54
msmarco_passage_29_232101870	61
msmarco_passage_29_305446346	42
msmarco_passage_29_317816765	40
msmarco_passage_29_450326216	55
msmarco_passage_29_728445242	45
msmarco_passage_31_314023390	52
msmarco_passage_31_399826203	48
msmarco_passage_32_217039090	59
msmarco_passage_32_228367805	55
msmarco_passage_32_321231802	50
msmarco_passage_32_578304375	45
msmarco_passage_33_198318198	47
msmarco_passage_34_186127335	70
msmarco_passage_34_1892328	77
msmarco_passage_34_521213456	44
msmarco_passage_34_676312909	57
msmarco_passage_34_676599535	58
msmarco_passage_35_610997979	49
msmarco_passage_35_691328073	50
msmarco_passage_35_709095228	58
msmarco_passage_35_709100012	54
msmarco_passage_35_746481277	69
msmarco_passage_36_137118189	52
msmarco_passage_36_830622135	65
msmarco_passage_37_690563480	29
msmarco_passage_38_630304033	52
msmarco_passage_38_630841265	78
msmarco_passage_40_386867461	60
msmarco_passage_40_398999845	59
msmarco_passage_40_399815471	56
msmarco_passage_40_402417883	80
msmarco_passage_40_417568410	72
msmarco_passage_40_50789437	102
msmarco_passage_40_623951947	77
msmarco_passage_40_721420182	43
msmarco_passage_40_721445612	95
msmarco_passage_41_695273672	49
msmarco_passage_42_145070808	60
msmarco_passage_42_371541141	36
msmarco_passage_42_371559441	74
msmarco_passage_42_371595198	63
msmarco_passage_42_371671423	56
msmarco_passage_42_371733427	43
msmarco_passage_42_371850262	49
msmarco_passage_42_371853421	45
msmarco_passage_42_371911207	50
msmarco_passage_42_371912089	59
msmarco_passage_42_371914939	62
msmarco_passage_42_371928697	48
msmarco_passage_42_371938191	62
msmarco_passage_42_372049792	38
msmarco_passage_42_372052335	51
msmarco_passage_42_372054036	40
msmarco_passage_42_372057371	49
msmarco_passage_42_372102122	54
msmarco_passage_42_372107799	45
msmarco_passage_42_372109148	55
msmarco_passage_42_372122280	69
msmarco_passage_42_372133998	45
msmarco_passage_42_372136056	53
msmarco_passage_42_372155547	54
msmarco_passage_42_372165250	50
msmarco_passage_42_372176209	92
msmarco_passage_42_372206991	76
msmarco_passage_42_372211450	53
msmarco_passage_42_575408156	55
msmarco_passage_43_796219989	37
msmarco_passage_43_796275866	49
msmarco_passage_43_796279993	30
msmarco_passage_43_796395577	32
msmarco_passage_43_796520158	55
msmarco_passage_43_806647473	73
msmarco_passage_44_132728291	65
msmarco_passage_44_49770807	56
msmarco_passage_44_737800442	55
msmarco_passage_44_92269387	61
msmarco_passage_45_126122951	47
msmarco_passage_45_126123829	50
msmarco_passage_45_127438672	55
msmarco_passage_45_13499182	62
msmarco_passage_45_13884667	52
msmarco_passage_45_14157938	56
msmarco_passage_45_21527060	63
msmarco_passage_45_22901780	52
msmarco_passage_45_24531645	32
msmarco_passage_45_24935593	73
msmarco_passage_45_27142200	35
msmarco_passage_45_28574033	76
msmarco_passage_45_29181934	35
msmarco_passage_45_35176019	62
msmarco_passage_45_48286666	61
msmarco_passage_45_48802698	51
msmarco_passage_45_51537069	40
msmarco_passage_45_53587436	42
msmarco_passage_45_7578031	29
msmarco_passage_47_286596579	70
msmarco_passage_47_317397845	45
msmarco_passage_47_37728216	45
msmarco_passage_47_558168256	65
msmarco_passage_47_63543256	57
msmarco_passage_47_641635415	54
msmarco_passage_47_717324447	89
msmarco_passage_47_717325103	56
msmarco_passage_47_717381622	62
msmarco_passage_47_717451472	47
msmarco_passage_48_30219072	188
msmarco_passage_48_420893188	40
msmarco_passage_48_421451758	58
msmarco_passage_48_421564486	49
msmarco_passage_48_421735113	53
msmarco_passage_48_422048733	49
msmarco_passage_48_422128533	54
msmarco_passage_48_422167288	93
msmarco_passage_48_422375792	51
msmarco_passage_48_422378337	59
msmarco_passage_48_422428569	43
msmarco_passage_48_422638235	49
msmarco_passage_48_422970328	42
msmarco_passage_48_779829319	53
msmarco_passage_49_128518920	44
msmarco_passage_49_128519335	48
msmarco_passage_49_128519790	41
msmarco_passage_49_129120697	43
msmarco_passage_49_129121592	42
msmarco_passage_49_129122001	54
msmarco_passage_49_134884125	42
msmarco_passage_49_135113277	49
msmarco_passage_49_54297872	84
msmarco_passage_49_552514268	87
msmarco_passage_49_75086548	55
msmarco_passage_49_75093392	55
msmarco_passage_49_75159811	50
msmarco_passage_49_75254905	31
msmarco_passage_50_720180743	56
msmarco_passage_50_731111766	106
msmarco_passage_51_266630229	34
msmarco_passage_51_815374162	40
msmarco_passage_52_176215189	47
msmarco_passage_52_650175897	57
msmarco_passage_52_650177777	39
msmarco_passage_52_812668573	175
msmarco_passage_54_267098708	47
msmarco_passage_54_283183313	49
msmarco_passage_54_520006046	52
msmarco_passage_54_702109506	49
msmarco_passage_54_798911681	46
msmarco_passage_54_798912993	48
msmarco_passage_54_798917338	62
msmarco_passage_54_798919776	49
msmarco_passage_55_367959505	44
msmarco_passage_55_62218193	53
msmarco_passage_55_62224715	41
msmarco_passage_56_531215863	52
msmarco_passage_56_58429038	61
msmarco_passage_56_58547641	61
msmarco_passage_56_61872085	52
msmarco_passage_56_793284275	78
msmarco_passage_57_140764715	54
msmarco_passage_57_142116460	43
msmarco_passage_57_145148705	33
msmarco_passage_57_147227340	33
msmarco_passage_57_147232627	33
msmarco_passage_57_147947217	26
msmarco_passage_57_288317832	58
msmarco_passage_57_336207783	67
msmarco_passage_57_416939008	64
msmarco_passage_57_429151389	47
msmarco_passage_58_759493717	50
msmarco_passage_58_761629226	50
msmarco_passage_58_762466000	53
msmarco_passage_58_762467394	54
msmarco_passage_58_763805574	54
msmarco_passage_58_833990721	48
msmarco_passage_59_250939202	49
msmarco_passage_59_413237329	72
msmarco_passage_59_418917798	49
msmarco_passage_59_776654611	75
msmarco_passage_60_262996138	54
msmarco_passage_60_443915808	63
msmarco_passage_60_446849540	53
msmarco_passage_60_447086341	44
msmarco_passage_60_777268231	57
msmarco_passage_61_236522559	73
msmarco_passage_61_331058559	46
msmarco_passage_62_584525980	47
msmarco_passage_62_584527523	40
msmarco_passage_62_584625387	70
msmarco_passage_62_584631295	92
msmarco_passage_62_584734796	46
msmarco_passage_62_585034826	74
msmarco_passage_62_585041957	70
msmarco_passage_62_765198743	48
msmarco_passage_62_765211083	48
msmarco_passage_63_492234796	43
msmarco_passage_63_573706516	65
msmarco_passage_63_597729391	61
msmarco_passage_63_718549595	48
msmarco_passage_63_734898092	73
msmarco_passage_63_753619952	48
msmarco_passage_63_753881330	52
msmarco_passage_63_753885318	53
msmarco_passage_63_753886666	53
msmarco_passage_63_756104199	52
msmarco_passage_63_758159747	65
msmarco_passage_64_321639311	43
msmarco_passage_64_323205694	68
msmarco_passage_65_269456897	58
msmarco_passage_65_283559779	58
msmarco_passage_65_293537153	44
msmarco_passage_65_293538495	41
msmarco_passage_66_391794240	56
msmarco_passage_66_508002952	56
msmarco_passage_66_517648255	22592
msmarco_passage_67_162563754	64
msmarco_passage_67_276040883	60
msmarco_passage_67_276466125	26
msmarco_passage_67_30930376	91
msmarco_passage_67_484719715	52
msmarco_passage_67_504707182	33
msmarco_passage_67_508418345	39
msmarco_passage_67_511072202	50
msmarco_passage_67_511714931	36
msmarco_passage_67_512059427	68
msmarco_passage_67_516121889	46
msmarco_passage_67_516130178	51
msmarco_passage_67_520201325	71
msmarco_passage_67_524278127	51
msmarco_passage_67_526992246	53
msmarco_passage_67_528349081	46
msmarco_passage_01_296558388	59
msmarco_passage_01_389321396	50
msmarco_passage_01_457585224	48
msmarco_passage_01_457586072	51
msmarco_passage_01_552195259	69
msmarco_passage_01_552602419	69
msmarco_passage_01_552844047	54
msmarco_passage_01_769507424	59
msmarco_passage_02_292206772	37
msmarco_passage_02_655827640	76
msmarco_passage_02_76396229	85
msmarco_passage_03_201234119	58
msmarco_passage_03_271758298	39
msmarco_passage_04_364860367	67
msmarco_passage_04_614073880	50
msmarco_passage_04_845843706	2953
msmarco_passage_05_182201386	80
msmarco_passage_05_219641905	43
msmarco_passage_05_219646734	49
msmarco_passage_05_219647188	86
msmarco_passage_05_219647815	57
msmarco_passage_05_219648279	41
msmarco_passage_05_219651733	53
msmarco_passage_05_219652680	58
msmarco_passage_06_285165670	56
msmarco_passage_07_641978846	4346
msmarco_passage_07_670088226	57
msmarco_passage_07_682296894	52
msmarco_passage_07_687343114	55
msmarco_passage_07_687343573	35
msmarco_passage_07_687344821	86
msmarco_passage_07_688473575	53
msmarco_passage_08_123838383	72
msmarco_passage_08_279272165	79
